TransactionAmount,CustomerAge,TransactionDuration,LoginAttempts,AccountBalance,TransactionDate,TransactionType,Location,IP Address,Channel,CustomerOccupation,PreviousTransactionDate,TransactionAmount_Binned,CustomerAge_Binned
59.31999999999999,71.0,38.0,1.0,5750.89,2023-08-11 18:31:31,Debit,Las Vegas,59.132.247.252,Branch,Doctor,2024-11-04 08:08:13,,
85.76999999999995,38.0,93.0,1.0,9146.19,2023-06-06 18:54:15,Debit,Atlanta,133.63.96.21,Online,Engineer,2024-11-04 08:07:01,,
52.19999999999999,39.0,120.0,1.0,8974.93,2023-03-02 16:43:56,Debit,Raleigh,119.186.154.104,Online,Student,2024-11-04 08:07:09,,
345.84,22.0,142.0,3.0,1402.5,2023-10-20 17:53:13,Credit,Houston,81.248.235.147,Online,Retired,2024-11-04 08:09:44,,Young
145.54,21.0,96.0,1.0,1930.96,2023-03-29 16:42:38,Debit,Milwaukee,21.28.32.1,Branch,Engineer,2024-11-04 08:11:59,,
7.490000000000009,65.0,276.0,1.0,3634.67,2023-01-24 16:18:32,Debit,Las Vegas,152.234.65.155,Online,Doctor,2024-11-04 08:11:22,,
246.93,23.0,158.0,5.0,673.3500000000004,2023-09-20 16:55:42,Debit,Detroit,33.28.138.82,Branch,Student,2024-11-04 08:08:30,,
40.31999999999999,37.0,95.0,1.0,2686.52,2023-07-17 17:49:22,Credit,Miami,35.67.21.23,Online,Doctor,2024-11-04 08:09:17,,Young
127.44999999999999,44.0,197.0,1.0,1772.06,2023-02-06 16:24:24,Debit,Baltimore,187.199.178.27,ATM,Doctor,2024-11-04 08:06:58,,
56.170000000000016,27.0,283.0,1.0,1351.69,2023-03-13 17:23:24,Debit,Los Angeles,134.140.85.231,Online,Student,2024-11-04 08:07:50,Low,
28.310000000000002,59.0,20.0,1.0,8334.47,2023-10-27 16:42:49,Credit,San Francisco,92.214.76.157,Branch,Doctor,2024-11-04 08:10:51,,Young
59.12000000000003,29.0,257.0,1.0,9823.64,2023-10-16 16:32:56,Debit,Seattle,59.145.242.13,Branch,Engineer,2024-11-04 08:06:23,,Young
396.45,49.0,168.0,3.0,9690.15,2023-11-21 16:58:44,Debit,Milwaukee,33.28.138.82,Branch,Student,2024-11-04 08:12:18,,
877.81,22.0,150.0,1.0,399.0,2023-01-24 17:17:20,Debit,Oklahoma City,49.20.211.229,Online,Retired,2024-11-04 08:07:32,Low,Young
255.26,45.0,50.0,1.0,14815.87,2023-07-31 18:39:50,Debit,San Antonio,6.234.101.35,ATM,Retired,2024-11-04 08:07:31,Low,Young
124.75999999999999,49.0,45.0,1.0,5764.72,2023-01-09 16:13:21,Debit,Philadelphia,109.105.179.186,Online,Doctor,2024-11-04 08:11:45,,
78.13,26.0,145.0,1.0,900.6099999999997,2023-04-20 18:57:43,Credit,Charlotte,60.89.202.192,Online,Doctor,2024-11-04 08:09:03,,Young
649.28,75.0,137.0,,4875.86,2023-04-12 16:03:37,Debit,Tucson,173.135.78.201,ATM,Student,2024-11-04 08:08:03,,
795.31,66.0,90.0,2.0,7914.88,2023-07-26 16:52:28,Debit,Louisville,77.208.193.198,Branch,Student,2024-11-04 08:09:53,Low,
335.63,55.0,216.0,1.0,1019.3899999999999,2023-10-04 17:49:29,Debit,Chicago,197.162.55.147,Branch,Retired,2024-11-04 08:11:12,Low,Young
328.47,63.0,119.0,1.0,4323.66,2023-12-13 16:01:38,Debit,Baltimore,113.115.81.178,Branch,Student,2024-11-04 08:10:33,,
34.01999999999998,38.0,19.0,1.0,14214.48,2023-10-09 16:29:40,Debit,Oklahoma City,186.135.2.148,Online,Student,2024-11-04 08:11:35,Low,
241.42,57.0,116.0,1.0,13357.02,2023-11-27 16:45:57,Debit,Denver,93.146.251.20,Online,Student,2024-11-04 08:07:24,Low,
55.31999999999999,19.0,117.0,1.0,241.78999999999996,2023-03-27 16:45:18,Credit,Sacramento,124.6.134.78,Online,Engineer,2024-11-04 08:06:31,,
304.31,27.0,33.0,1.0,868.6099999999997,2023-02-13 16:59:39,Credit,Kansas City,139.23.212.102,Online,Retired,2024-11-04 08:07:07,Low,Young
435.27,74.0,90.0,1.0,4673.28,2023-06-07 16:45:34,Debit,Virginia Beach,194.174.252.1,Branch,Doctor,2024-11-04 08:06:45,,Young
164.49,26.0,75.0,1.0,1509.27,2023-09-07 16:51:27,Debit,San Diego,42.219.228.159,Branch,Student,2024-11-04 08:08:58,,
510.24,19.0,105.0,1.0,781.6999999999998,2023-03-29 17:47:16,Debit,Omaha,186.135.2.148,ATM,Retired,2024-11-04 08:10:42,,Young
626.9,26.0,138.0,1.0,265.5100000000002,2023-08-04 17:53:40,Debit,Mesa,81.102.230.41,Branch,Student,2024-11-04 08:09:15,Low,
22.00999999999999,41.0,175.0,1.0,1335.0900000000001,2023-12-14 17:52:37,Credit,Columbus,1.198.76.182,Branch,Retired,2024-11-04 08:09:57,,Young
425.34,69.0,121.0,1.0,3907.54,2023-03-03 17:37:41,Credit,Dallas,198.73.211.114,Branch,Retired,2024-11-04 08:07:49,,Young
424.56,51.0,264.0,1.0,5183.85,2023-06-09 16:18:15,Debit,Indianapolis,186.54.68.246,Branch,Engineer,2024-11-04 08:07:09,Low,Young
85.43,67.0,145.0,1.0,14904.9,2023-10-02 16:35:22,Debit,Kansas City,198.166.198.233,Branch,Student,2024-11-04 08:11:37,,
169.5,28.0,142.0,1.0,918.8800000000001,2023-11-07 16:48:23,Debit,Las Vegas,9.230.41.239,Online,Engineer,2024-11-04 08:08:09,Low,Young
104.63,62.0,90.0,1.0,4477.78,2023-05-30 17:43:25,Credit,Philadelphia,125.225.212.244,Branch,Engineer,2024-11-04 08:08:01,Low,Young
316.95,25.0,83.0,1.0,1324.0299999999997,2023-11-02 16:01:40,Debit,Charlotte,155.164.18.235,Online,Doctor,2024-11-04 08:11:32,,Young
60.539999999999964,57.0,52.0,1.0,3534.93,2023-03-29 17:00:31,Credit,Nashville,145.246.171.225,Branch,Engineer,2024-11-04 08:11:41,,
292.56,68.0,61.00000000000001,1.0,4638.37,2023-04-25 16:11:24,Debit,Indianapolis,92.214.76.157,Branch,Retired,2024-11-04 08:10:12,Low,Young
386.52,48.0,27.999999999999986,1.0,5630.61,2023-04-18 18:40:47,Debit,Albuquerque,131.41.45.13,Branch,Student,2024-11-04 08:12:10,Low,
112.07,23.0,51.0,1.0,930.3000000000002,2023-02-09 16:34:53,Credit,Austin,46.150.175.171,Online,Engineer,2024-11-04 08:07:11,,Young
568.52,46.0,152.0,1.0,5499.91,2023-07-18 16:12:00,Debit,Atlanta,40.226.196.34,ATM,Engineer,2024-11-04 08:10:18,,
263.99,79.0,227.0,2.0,4175.02,2023-01-13 17:00:16,Debit,Dallas,65.164.3.100,Online,Engineer,2024-11-04 08:09:26,,
349.64,48.0,226.0,1.0,6651.62,2023-07-04 18:20:33,Debit,Boston,9.230.41.239,ATM,Retired,2024-11-04 08:12:15,,Young
601.4,56.0,104.0,1.0,8458.29,2023-10-20 16:54:28,Credit,Jacksonville,152.140.239.181,Online,Student,2024-11-04 08:08:45,,
5.769999999999982,50.0,124.0,1.0,13988.12,2023-03-13 16:32:12,Debit,Milwaukee,94.37.250.128,Branch,Doctor,2024-11-04 08:11:36,,
201.33,42.0,186.0,1.0,2585.07,2023-12-18 18:46:27,Debit,Miami,162.198.218.92,Branch,Student,2024-11-04 08:06:50,,
298.42,56.0,225.0,1.0,3014.75,2023-07-17 18:54:31,Debit,Seattle,130.92.201.49,Online,Doctor,2024-11-04 08:10:29,,Young
521.06,25.0,128.0,1.0,1951.42,2023-06-19 18:22:10,Debit,Denver,86.103.2.29,ATM,Engineer,2024-11-04 08:09:51,,
117.28,60.0,16.0,1.0,3665.77,2023-11-06 16:34:10,Debit,Denver,36.13.239.172,Online,Doctor,2024-11-04 08:09:38,,Young
189.12,32.0,103.0,1.0,977.0100000000002,2023-07-03 16:40:24,Debit,San Diego,167.104.180.235,Online,Doctor,2024-11-04 08:09:42,,
133.55000000000004,44.0,220.0,1.0,3846.28,2023-10-20 17:27:35,Debit,Mesa,16.131.3.140,Branch,Doctor,2024-11-04 08:12:05,,Young
143.21,35.0,135.0,1.0,6374.82,2023-06-22 18:37:29,Credit,San Diego,132.127.5.187,Online,Doctor,2024-11-04 08:09:10,,Young
24.769999999999982,62.0,55.0,1.0,5866.01,2023-11-20 16:28:09,Debit,Kansas City,186.54.68.246,Online,Student,2024-11-04 08:08:38,Low,
233.92,26.0,280.0,1.0,6537.62,2023-09-14 16:49:33,Credit,Milwaukee,101.223.82.253,Online,Retired,2024-11-04 08:08:12,Low,Young
1212.51,20.0,24.0,1.0,605.9499999999998,2023-03-27 18:16:04,Debit,Houston,60.43.160.195,Branch,Student,2024-11-04 08:10:44,,
232.12,37.0,51.0,1.0,6689.87,2023-03-02 16:05:09,Debit,San Antonio,165.38.56.205,ATM,Engineer,2024-11-04 08:08:04,Low,
,22.0,113.0,1.0,634.1700000000001,2023-06-26 16:16:50,Credit,Mesa,193.108.17.115,Branch,Engineer,2024-11-04 08:09:32,Low,Young
91.53,44.0,69.0,1.0,14676.05,2023-04-18 17:27:23,Credit,San Francisco,175.230.206.232,Branch,Student,2024-11-04 08:10:47,Low,
120.29000000000002,19.0,77.0,1.0,1362.3900000000003,2023-07-17 17:08:24,Debit,Louisville,62.152.134.92,ATM,Engineer,2024-11-04 08:11:05,,Young
174.25,50.0,67.0,1.0,10528.34,2023-09-01 17:26:02,Debit,Charlotte,149.84.108.18,Branch,Retired,2024-11-04 08:07:22,,Young
183.71,38.0,102.0,1.0,552.5200000000004,2023-09-11 16:19:04,Debit,San Antonio,134.222.122.238,Branch,Doctor,2024-11-04 08:08:38,,
345.39,58.0,80.0,1.0,6451.96,2023-01-24 17:23:56,Debit,Fort Worth,18.72.115.111,Branch,Engineer,2024-11-04 08:11:07,Low,
922.55,63.0,87.0,1.0,4715.84,2023-08-11 16:18:46,Credit,El Paso,34.125.226.63,Online,Student,2024-11-04 08:10:02,,
259.91,49.0,170.0,1.0,7176.86,2023-02-24 16:29:23,Debit,Virginia Beach,204.34.243.93,Branch,Engineer,2024-11-04 08:08:32,,
154.71,34.0,157.0,1.0,1523.7200000000003,2023-01-02 16:36:02,Debit,Las Vegas,111.226.226.202,ATM,Engineer,2024-11-04 08:06:35,,
1340.19,54.0,30.0,1.0,8654.28,2023-11-30 16:31:03,Debit,Colorado Springs,96.115.67.230,Online,Engineer,2024-11-04 08:10:48,Low,Young
24.560000000000002,64.0,69.0,1.0,9869.93,2023-11-01 16:52:01,Debit,Seattle,115.218.48.83,Online,Retired,2024-11-04 08:09:24,,Young
568.07,48.0,115.0,1.0,10556.81,2023-03-06 16:47:02,Debit,Sacramento,174.61.77.54,Branch,Student,2024-11-04 08:11:40,Low,
9.610000000000014,58.0,179.0,1.0,12883.91,2023-11-27 18:32:49,Debit,Los Angeles,216.151.64.40,Online,Student,2024-11-04 08:09:22,Low,
392.96,24.0,100.0,1.0,791.6499999999996,2023-07-31 16:37:46,Debit,San Antonio,197.162.55.147,ATM,Retired,2024-11-04 08:10:42,,Young
716.93,60.0,34.0,1.0,4064.02,2023-04-20 18:26:50,Credit,Dallas,143.212.47.226,Online,Engineer,2024-11-04 08:06:56,,Young
223.85,53.0,55.0,4.0,2929.91,2023-03-01 17:52:14,Credit,Dallas,51.250.122.123,ATM,Retired,2024-11-04 08:09:36,,Young
230.66,21.0,135.0,1.0,618.0500000000002,2023-02-10 16:52:48,Debit,Fresno,188.124.181.12,Online,Engineer,2024-11-04 08:06:30,Low,
442.12,19.0,260.0,,1375.8000000000002,2023-07-21 16:43:11,Debit,San Diego,44.73.3.217,Online,Doctor,2024-11-04 08:09:53,,Young
644.17,29.0,72.0,1.0,1143.5199999999995,2023-10-09 17:02:43,Credit,Austin,85.240.254.83,Online,Doctor,2024-11-04 08:12:18,Low,Young
508.68,51.0,127.0,1.0,7708.41,2023-05-22 17:09:52,Debit,Fresno,124.6.134.78,Branch,Engineer,2024-11-04 08:10:02,,
858.63,27.0,185.0,1.0,1872.96,2023-08-16 16:17:12,Debit,Houston,45.64.74.86,ATM,Retired,2024-11-04 08:08:43,,Young
25.360000000000014,57.0,78.0,1.0,201.03999999999996,2023-11-17 16:02:02,Credit,Detroit,69.82.61.135,Online,Doctor,2024-11-04 08:10:13,,Young
147.62,71.0,133.0,1.0,2115.8,2023-08-25 17:26:07,Debit,Portland,26.240.219.199,Online,Engineer,2024-11-04 08:11:00,Low,
115.01999999999998,37.0,175.0,1.0,7643.66,2023-11-27 16:38:34,Debit,Washington,63.67.150.226,ATM,Retired,2024-11-04 08:10:48,,Young
383.37,30.0,24.0,1.0,8901.93,2023-08-04 17:46:44,Credit,Detroit,195.226.203.234,Online,Doctor,2024-11-04 08:11:56,,Young
98.54000000000002,20.0,167.0,1.0,9383.43,2023-09-04 16:48:35,Debit,Philadelphia,92.214.76.157,Branch,Doctor,2024-11-04 08:10:13,Low,Young
83.23999999999998,55.0,164.0,1.0,1181.3100000000004,2023-08-09 17:34:26,Debit,Tucson,101.223.82.253,Online,Student,2024-11-04 08:09:58,Low,
196.16,27.0,146.0,1.0,9418.86,2023-09-07 16:07:40,Debit,Mesa,77.21.150.75,Online,Student,2024-11-04 08:07:42,,
129.94,32.0,235.0,1.0,7954.92,2023-07-03 17:14:07,Debit,Oklahoma City,147.234.20.46,Branch,Engineer,2024-11-04 08:07:25,,
306.9,46.0,51.0,1.0,9418.08,2023-09-25 17:13:36,Credit,San Antonio,203.99.96.114,Branch,Retired,2024-11-04 08:11:55,Low,Young
114.98000000000002,59.0,80.0,1.0,6144.68,2023-11-20 17:10:02,Debit,Louisville,65.27.212.129,Online,Engineer,2024-11-04 08:08:45,,Young
756.59,27.0,17.0,1.0,420.64999999999964,2023-11-17 17:27:07,Credit,Los Angeles,85.240.254.83,Branch,Student,2024-11-04 08:10:53,,
503.76,22.0,35.0,1.0,447.8199999999997,2023-08-21 16:46:05,Debit,Albuquerque,62.251.170.72,ATM,Doctor,2024-11-04 08:09:32,Low,Young
143.03,63.0,147.0,1.0,7981.45,2023-10-16 16:59:36,Debit,Milwaukee,161.177.41.214,ATM,Doctor,2024-11-04 08:11:59,,Young
1045.22,53.0,73.0,1.0,1829.9,2023-06-20 17:21:50,Debit,Oklahoma City,138.87.180.254,Online,Student,2024-11-04 08:07:03,Low,
245.54,25.0,180.0,1.0,985.0599999999995,2023-01-16 16:53:38,Debit,San Antonio,203.99.96.114,Branch,Student,2024-11-04 08:09:57,Low,
254.37,51.0,174.0,1.0,8849.26,2023-09-01 16:09:08,Debit,Chicago,45.182.28.148,Online,Student,2024-11-04 08:08:47,,
213.76,78.0,282.0,1.0,3528.72,2023-10-23 18:38:15,Debit,Chicago,18.72.115.111,Online,Doctor,2024-11-04 08:09:43,,
327.86,40.0,104.0,1.0,480.15999999999985,2023-07-03 17:42:08,Debit,Charlotte,197.162.55.147,ATM,Student,2024-11-04 08:11:34,,
2.5,47.0,107.0,1.0,12145.27,2023-10-24 16:41:00,Credit,Oklahoma City,96.115.67.230,Online,Retired,2024-11-04 08:11:17,,Young
300.08,68.0,47.0,1.0,13546.75,2023-02-16 17:57:10,Debit,Los Angeles,163.129.70.210,ATM,Student,2024-11-04 08:07:24,,
56.97999999999999,43.0,122.0,2.0,5688.37,2023-07-28 16:29:23,Debit,Memphis,140.212.253.222,ATM,Doctor,2024-11-04 08:10:23,Low,Young
407.65,26.0,62.0,1.0,8346.64,2023-02-06 17:48:55,Debit,Philadelphia,3.157.63.220,Online,Retired,2024-11-04 08:12:18,,Young
115.82999999999998,39.0,167.0,1.0,6481.04,2023-07-24 18:08:43,Debit,Virginia Beach,216.151.64.40,Online,Retired,2024-11-04 08:09:04,,Young
53.56999999999999,69.0,121.0,1.0,1651.33,2023-11-20 16:29:48,Credit,Albuquerque,113.115.81.178,Branch,Engineer,2024-11-04 08:08:14,Low,
63.34,46.0,165.0,1.0,11174.94,2023-10-09 16:52:47,Debit,San Antonio,216.32.4.105,Online,Student,2024-11-04 08:08:34,,
317.87,27.0,91.0,1.0,145.5,2023-11-03 16:45:52,Debit,San Francisco,210.160.90.52,Branch,Doctor,2024-11-04 08:09:41,Low,Young
331.65,41.0,61.00000000000001,1.0,4172.57,2023-02-15 16:41:11,Debit,Tucson,82.88.241.226,ATM,Engineer,2024-11-04 08:09:58,Low,
5.0400000000000205,56.0,41.0,1.0,5558.36,2023-09-04 17:59:51,Credit,Seattle,34.92.221.183,Online,Engineer,2024-11-04 08:11:01,,
214.54,70.0,247.0,1.0,11151.53,2023-07-27 16:22:52,Credit,New York,182.225.2.156,Online,Student,2024-11-04 08:12:04,,
598.81,57.0,158.0,1.0,1415.52,2023-04-17 16:08:34,Credit,Memphis,191.91.45.159,Branch,Doctor,2024-11-04 08:08:40,Low,Young
841.28,26.0,80.0,1.0,1103.6400000000003,2023-09-19 17:38:18,Debit,Charlotte,111.78.64.133,Branch,Student,2024-11-04 08:11:40,,
38.14999999999998,26.0,108.0,1.0,303.6800000000003,2023-05-31 16:37:39,Debit,Washington,215.97.143.157,Online,Doctor,2024-11-04 08:06:30,,Young
1036.66,58.0,144.0,1.0,5541.57,2023-10-09 17:20:09,Credit,Louisville,167.104.180.235,Online,Doctor,2024-11-04 08:07:31,,Young
124.72,33.0,105.0,1.0,6309.8,2023-01-09 16:12:01,Debit,Detroit,128.16.32.183,Branch,Doctor,2024-11-04 08:06:33,Low,
302.45,78.0,40.0,1.0,5133.61,2023-05-26 18:15:08,Credit,Tucson,10.144.131.89,Branch,Retired,2024-11-04 08:09:22,,Young
208.04,47.0,273.0,1.0,9344.98,2023-08-14 17:43:17,Debit,Nashville,161.168.126.136,Branch,Doctor,2024-11-04 08:07:39,,Young
5.769999999999982,23.0,254.0,1.0,1117.9699999999998,2023-01-31 18:31:22,Debit,Memphis,161.71.2.223,ATM,Engineer,2024-11-04 08:12:15,,
381.33,56.0,75.0,1.0,11835.35,2023-02-14 16:07:01,Debit,Baltimore,141.121.30.32,Branch,Retired,2024-11-04 08:08:42,,Young
16.160000000000025,50.0,124.0,1.0,14401.17,2023-12-04 17:07:34,Debit,Houston,183.39.94.209,Branch,Engineer,2024-11-04 08:08:45,Low,
486.08,18.0,68.0,1.0,1748.69,2023-05-16 17:26:37,Debit,Detroit,219.193.239.152,ATM,Student,2024-11-04 08:07:38,,
336.39,21.0,18.0,1.0,1000.46,2023-03-20 16:58:12,Debit,Houston,139.23.212.102,Branch,Engineer,2024-11-04 08:09:15,Low,
997.43,69.0,118.0,1.0,6810.05,2023-08-25 18:01:38,Debit,Los Angeles,7.105.184.86,Branch,Retired,2024-11-04 08:07:34,,Young
234.57,23.0,120.0,1.0,263.97999999999956,2023-05-15 17:25:28,Debit,Chicago,130.92.201.49,Online,Retired,2024-11-04 08:06:30,,Young
6.0,30.0,246.0,1.0,5442.76,2023-05-29 16:50:10,Debit,Denver,184.59.28.72,Branch,Student,2024-11-04 08:06:52,,
1049.92,80.0,21.0,1.0,2037.85,2023-03-22 16:10:14,Debit,Chicago,120.170.93.69,Online,Student,2024-11-04 08:07:37,,
227.14,18.0,294.0,1.0,341.9399999999996,2023-05-19 16:52:53,Debit,Portland,155.37.19.43,Branch,Student,2024-11-04 08:11:12,,
233.74,66.0,17.0,1.0,1066.5900000000001,2023-05-22 16:22:36,Debit,Baltimore,110.235.207.187,ATM,Student,2024-11-04 08:10:39,Low,
,69.0,166.0,1.0,6077.96,2023-12-18 16:47:17,Debit,Phoenix,61.95.76.233,Online,Retired,2024-11-04 08:07:50,,Young
45.849999999999994,20.0,92.0,1.0,1659.15,2023-11-21 16:57:43,Credit,Philadelphia,177.116.108.246,Online,Engineer,2024-11-04 08:06:29,,Young
973.39,77.0,296.0,1.0,2042.2200000000003,2023-07-19 17:03:58,Debit,Philadelphia,1.198.76.182,Online,Doctor,2024-11-04 08:08:27,Low,
,41.0,142.0,5.0,421.9300000000003,2023-04-19 16:36:03,Debit,Albuquerque,223.32.70.156,ATM,Doctor,2024-11-04 08:12:06,Low,Young
415.5,66.0,141.0,1.0,10113.66,2023-11-13 16:11:52,Debit,Jacksonville,156.173.170.140,Branch,Retired,2024-11-04 08:08:00,Low,Young
265.76,54.0,92.0,1.0,4446.17,2023-04-07 16:38:15,Credit,Virginia Beach,101.223.82.253,Branch,Student,2024-11-04 08:10:53,,
69.4,80.0,113.0,1.0,6452.77,2023-01-03 16:46:36,Debit,Las Vegas,193.108.17.115,ATM,Doctor,2024-11-04 08:10:16,,Young
332.93,35.0,293.0,1.0,2788.2,2023-01-30 16:15:49,Debit,Portland,30.229.179.194,ATM,Engineer,2024-11-04 08:08:21,Low,Young
267.9,20.0,160.0,1.0,596.1599999999999,2023-03-02 16:11:53,Debit,Mesa,200.22.195.243,ATM,Retired,2024-11-04 08:12:15,Low,Young
496.03,61.0,265.0,1.0,12904.66,2023-10-23 17:24:07,Credit,Philadelphia,10.191.172.154,ATM,Engineer,2024-11-04 08:11:53,,Young
376.26,37.0,245.0,1.0,9062.4,2023-01-04 16:02:09,Debit,Los Angeles,147.119.62.178,ATM,Doctor,2024-11-04 08:10:23,,
83.01999999999998,36.0,171.0,1.0,9009.56,2023-09-11 16:27:39,Credit,Las Vegas,42.61.10.112,Branch,Doctor,2024-11-04 08:11:50,Low,
93.25999999999999,20.0,72.0,1.0,1152.1999999999998,2023-01-27 17:35:05,Credit,Virginia Beach,170.225.23.251,Online,Student,2024-11-04 08:10:24,,
803.37,68.0,129.0,1.0,12168.37,2023-03-27 16:42:16,Credit,Los Angeles,116.44.12.250,Branch,Doctor,2024-11-04 08:10:11,,Young
35.75999999999999,23.0,122.0,1.0,611.8599999999997,2023-07-24 17:02:18,Debit,Tucson,96.115.67.230,Branch,Retired,2024-11-04 08:11:15,,Young
28.529999999999973,62.0,99.0,1.0,8670.53,2023-07-31 16:25:26,Debit,Colorado Springs,35.220.238.127,Branch,Retired,2024-11-04 08:08:01,Low,Young
139.53,53.0,177.0,1.0,10098.86,2023-06-12 17:32:52,Debit,Los Angeles,1.7.29.72,ATM,Student,2024-11-04 08:09:48,Low,
307.57,33.0,285.0,1.0,5307.74,2023-11-30 16:52:42,Debit,Atlanta,16.51.235.240,Online,Doctor,2024-11-04 08:10:20,,
60.650000000000006,56.0,53.0,1.0,1047.2799999999997,2023-11-15 18:57:38,Debit,Tucson,179.43.245.131,Branch,Engineer,2024-11-04 08:08:42,Low,Young
74.86000000000001,70.0,125.0,1.0,6921.48,2023-05-25 16:34:22,Debit,Memphis,192.95.36.246,Branch,Engineer,2024-11-04 08:12:13,,Young
,51.0,137.0,1.0,1475.46,2023-08-24 16:47:21,Debit,Denver,205.69.66.135,ATM,Retired,2024-11-04 08:10:00,,Young
231.91,34.0,165.0,1.0,112.76000000000022,2023-05-04 16:21:31,Debit,Oklahoma City,8.244.162.185,ATM,Engineer,2024-11-04 08:06:49,Low,
126.20999999999998,75.0,268.0,1.0,5669.66,2023-02-06 17:46:59,Debit,Houston,140.212.253.222,ATM,Engineer,2024-11-04 08:11:46,Low,Young
506.28,53.0,162.0,2.0,1309.9499999999998,2023-02-17 18:16:05,Debit,Kansas City,166.7.230.111,ATM,Doctor,2024-11-04 08:07:31,Low,Young
304.35,31.0,36.0,1.0,4057.1,2023-02-24 16:23:22,Debit,Portland,21.190.11.223,ATM,Doctor,2024-11-04 08:08:15,Low,Young
281.85,22.0,109.0,1.0,1585.98,2023-12-07 16:20:08,Debit,Milwaukee,27.143.109.203,ATM,Retired,2024-11-04 08:07:23,Low,Young
777.88,31.0,17.0,1.0,6825.55,2023-03-20 18:28:48,Debit,Louisville,184.146.10.88,ATM,Engineer,2024-11-04 08:12:15,,Young
119.18,56.0,96.0,1.0,5516.5,2023-05-24 16:25:50,Debit,Atlanta,161.161.26.115,ATM,Student,2024-11-04 08:07:46,,
177.19,76.0,43.000000000000014,1.0,5343.3,2023-07-07 18:03:43,Credit,Las Vegas,28.149.72.129,Online,Engineer,2024-11-04 08:07:32,Low,
260.88,22.0,36.0,1.0,903.0500000000002,2023-01-06 17:01:53,Debit,Omaha,78.100.105.143,ATM,Doctor,2024-11-04 08:10:07,Low,Young
169.47,24.0,19.0,1.0,1806.1599999999999,2023-10-19 16:42:37,Debit,Charlotte,27.215.118.94,Branch,Doctor,2024-11-04 08:07:12,,
