TransactionAmount,TransactionDate,TransactionType,Location,IP Address,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,PreviousTransactionDate,TransactionAmount_Binned,CustomerAge_Binned,TransactionAmount_Encoded,CustomerAge_Encoded,Target
-0.017443370853063984,2023-03-03 17:37:41,Credit,Dallas,198.73.211.114,Branch,1.307715254857371,Retired,-0.8338444080038188,-0.2046294076264745,-0.12189987928707366,2024-11-04 08:07:49,,Young,1,0,0
0.30414783159962777,2023-06-09 16:18:15,Debit,Indianapolis,186.54.68.246,Branch,0.18625042193459457,Engineer,-1.3048386082793502,-0.2046294076264745,0.1327034717674505,2024-11-04 08:07:09,Low,Young,0,0,0
-0.6351955646662435,2023-10-02 16:35:22,Debit,Kansas City,198.166.198.233,Branch,-1.2155806192188758,Student,-0.9765699232388283,-0.2046294076264745,-1.0733703379913686,2024-11-04 08:11:37,,,1,1,2
0.17792088878933324,2023-11-07 16:48:23,Debit,Las Vegas,9.230.41.239,Online,0.18625042193459457,Engineer,1.5211265933738374,-0.2046294076264745,0.3946890472937141,2024-11-04 08:08:09,Low,Young,0,0,1
1.0396045959997386,2023-05-30 17:43:25,Credit,Philadelphia,125.225.212.244,Branch,0.6348363551037051,Engineer,-0.2201246924932781,-0.2046294076264745,0.8582706769898336,2024-11-04 08:08:01,Low,Young,0,0,1
-0.9990221378965665,2023-11-02 16:01:40,Debit,Charlotte,155.164.18.235,Online,0.2983969052268722,Doctor,0.06532633797674084,-0.2046294076264745,2.2771947767659357,2024-11-04 08:11:32,,Young,1,0,1
-0.3296907676150805,2023-03-29 17:00:31,Credit,Nashville,145.246.171.225,Branch,-0.15018902794223832,Engineer,0.9502245324337996,-0.2046294076264745,-0.6487654165766956,2024-11-04 08:11:41,,,1,1,2
0.002613296307140128,2023-04-25 16:11:24,Debit,Indianapolis,92.214.76.157,Branch,0.6348363551037051,Retired,1.5068540418503364,-0.2046294076264745,-0.5385118812615421,2024-11-04 08:10:12,Low,Young,0,0,0
0.764629742817009,2023-04-18 18:40:47,Debit,Albuquerque,131.41.45.13,Branch,-1.1034341359265982,Student,0.12241654407074462,-0.2046294076264745,-0.8113565370674028,2024-11-04 08:12:10,Low,,0,1,2
-0.6173636131466764,2023-02-09 16:34:53,Credit,Austin,46.150.175.171,Online,0.8591293216882603,Engineer,-1.4761092265613613,-0.2046294076264745,-0.3714637138791383,2024-11-04 08:07:11,,Young,1,0,0
-0.5616772693418094,2023-07-18 16:12:00,Debit,Atlanta,40.226.196.34,ATM,-0.03804254464996068,Engineer,1.4354912842328318,-0.2046294076264745,-0.3251458362498831,2024-11-04 08:10:18,,,1,1,2
-0.528614572282497,2023-01-13 17:00:16,Debit,Dallas,65.164.3.100,Online,-0.54270171946521,Engineer,0.22232440473525125,-0.2046294076264745,0.32366368289408065,2024-11-04 08:09:26,,,1,1,1
-0.9339919884010243,2023-07-04 18:20:33,Debit,Boston,9.230.41.239,ATM,0.971275804980538,Retired,-0.9194797171448245,-0.2046294076264745,0.1931058228500869,2024-11-04 08:12:15,,Young,1,0,0
-0.21814694803299006,2023-10-20 16:54:28,Credit,Jacksonville,152.140.239.181,Online,-1.0473608942804593,Student,2.2918443756428886,-0.2046294076264745,0.3654372714932871,2024-11-04 08:08:45,,,1,1,2
-0.7054965789103718,2023-03-13 16:32:12,Debit,Milwaukee,94.37.250.128,Branch,-0.03804254464996068,Doctor,-0.7196639958158112,-0.2046294076264745,2.4537138480500387,2024-11-04 08:11:36,,,1,1,1
-0.6070614684108036,2023-12-18 18:46:27,Debit,Miami,162.198.218.92,Branch,-1.439873585803431,Student,-0.6054835836278036,-0.2046294076264745,-0.962498409872013,2024-11-04 08:06:50,,,1,1,2
-0.4223758438434638,2023-07-17 18:54:31,Debit,Seattle,130.92.201.49,Online,0.2983969052268722,Doctor,-0.7482090988628132,-0.2046294076264745,1.3894341725659216,2024-11-04 08:10:29,,Young,1,0,1
-0.38999767467357804,2023-06-19 18:22:10,Debit,Denver,86.103.2.29,ATM,-0.37448199452679354,Engineer,-0.24866979554028,-0.2046294076264745,-1.1703066174815908,2024-11-04 08:09:51,,,1,1,2
-0.12919254880198247,2023-11-06 16:34:10,Debit,Denver,36.13.239.172,Online,0.24232366358073337,Doctor,0.7218637080577844,-0.2046294076264745,0.5294627553763134,2024-11-04 08:09:38,,Young,1,0,1
-0.48925421864045826,2023-07-03 16:40:24,Debit,San Diego,167.104.180.235,Online,-0.5987749611113489,Doctor,0.5363205382522721,-0.2046294076264745,-0.9211020152239173,2024-11-04 08:09:42,,,1,1,2
-0.9347107426849223,2023-10-20 17:27:35,Debit,Mesa,16.131.3.140,Branch,1.0834222882728155,Doctor,-0.7196639958158112,-0.2046294076264745,1.2204897716469814,2024-11-04 08:12:05,,Young,1,0,1
-0.9858792024195726,2023-06-22 18:37:29,Credit,San Diego,132.127.5.187,Online,0.7469828383959827,Doctor,0.8503166717692929,-0.2046294076264745,1.9938605367958515,2024-11-04 08:09:10,,Young,1,0,1
0.3261896296391694,2023-11-20 16:28:09,Debit,Kansas City,186.54.68.246,Online,-1.159507377572737,Student,-0.2772148985872819,-0.2046294076264745,-1.1089471688223267,2024-11-04 08:08:38,Low,,0,1,2
1.4350221313271063,2023-09-14 16:49:33,Credit,Milwaukee,101.223.82.253,Online,0.8591293216882603,Retired,-1.2192032991383444,-0.2046294076264745,-0.2692749444710674,2024-11-04 08:08:12,Low,Young,0,0,0
-0.2293047526306462,2023-03-27 18:16:04,Debit,Houston,60.43.160.195,Branch,-1.3277271025111534,Student,0.22232440473525125,-0.2046294076264745,-1.1534919782868365,2024-11-04 08:10:44,,,1,1,2
1.1859908851536511,2023-03-02 16:05:09,Debit,San Antonio,165.38.56.205,ATM,-0.8791411693420429,Engineer,-0.6768463412453084,-0.2046294076264745,-1.0186592534635874,2024-11-04 08:08:04,Low,,0,1,2
0.7222574664614928,2023-06-26 16:16:50,Credit,Mesa,193.108.17.115,Branch,0.35447014687301104,Engineer,0.10814399254724368,-0.2046294076264745,0.6658555749089188,2024-11-04 08:09:32,Low,Young,0,0,1
1.920010140985966,2023-04-18 17:27:23,Credit,San Francisco,175.230.206.232,Branch,-0.9912876526343205,Student,0.9359519809102986,-0.2046294076264745,-0.8314889434647845,2024-11-04 08:10:47,Low,,0,1,2
-0.9319726311272152,2023-07-17 17:08:24,Debit,Louisville,62.152.134.92,ATM,0.6909095967498439,Engineer,-0.5912110321043027,-0.2046294076264745,-1.2604944609757498,2024-11-04 08:11:05,,Young,1,0,0
-0.5135207323206369,2023-09-01 17:26:02,Debit,Charlotte,149.84.108.18,Branch,1.4759349797957872,Retired,0.19377930168824936,-0.2046294076264745,-0.7691775291193835,2024-11-04 08:07:22,,Young,1,0,0
-0.6250987782971988,2023-09-11 16:19:04,Debit,San Antonio,134.222.122.238,Branch,-0.4305552361729324,Doctor,0.7932264656752891,-0.2046294076264745,0.6492410794433253,2024-11-04 08:08:38,,,1,1,1
0.2933665173411564,2023-01-24 17:23:56,Debit,Fort Worth,18.72.115.111,Branch,-0.8230679276959041,Engineer,-1.361928814373354,-0.2046294076264745,0.9721062718679164,2024-11-04 08:11:07,Low,,0,1,1
-0.6815038763859638,2023-08-11 16:18:46,Credit,El Paso,34.125.226.63,Online,-1.3838003441572921,Student,0.6790460534872815,-0.2046294076264745,1.0956565354460361,2024-11-04 08:10:02,,,1,1,1
-0.3473858135567623,2023-02-24 16:29:23,Debit,Virginia Beach,204.34.243.93,Branch,-0.9912876526343205,Engineer,0.3793224714937617,-0.2046294076264745,1.1047476794513795,2024-11-04 08:08:32,,,1,1,1
-0.5740329977459625,2023-01-02 16:36:02,Debit,Las Vegas,111.226.226.202,ATM,-0.7109214444036265,Engineer,1.649579557085346,-0.2046294076264745,0.7291086911594739,2024-11-04 08:06:35,,,1,1,1
0.031637278818834616,2023-11-30 16:31:03,Debit,Colorado Springs,96.115.67.230,Online,0.07410393864231694,Engineer,-0.9765699232388283,-0.2046294076264745,1.1045475357222185,2024-11-04 08:10:48,Low,Young,0,0,1
-0.6252356838750841,2023-11-01 16:52:01,Debit,Seattle,115.218.48.83,Online,0.8030560800421215,Retired,-0.5626659290573008,-0.2046294076264745,0.2646110190106572,2024-11-04 08:09:24,,Young,1,0,0
1.5707640118004331,2023-03-06 16:47:02,Debit,Sacramento,174.61.77.54,Branch,-0.9912876526343205,Student,-1.4618366750378604,-0.2046294076264745,-1.2041437374359973,2024-11-04 08:11:40,Low,,0,1,2
0.7054180803815945,2023-11-27 18:32:49,Debit,Los Angeles,216.151.64.40,Online,-1.2716538608650145,Student,-1.2049307476148434,-0.2046294076264745,-1.1971720642035621,2024-11-04 08:09:22,Low,,0,1,2
-0.5292306473829811,2023-07-31 16:37:46,Debit,San Antonio,197.162.55.147,ATM,1.0273490466266768,Retired,0.3935950230172626,-0.2046294076264745,0.7359161438961873,2024-11-04 08:10:42,,Young,1,0,0
-0.1481539713391038,2023-04-20 18:26:50,Credit,Dallas,143.212.47.226,Online,0.35447014687301104,Engineer,0.7789539141517882,-0.2046294076264745,0.95859143825907,2024-11-04 08:06:56,,Young,1,0,1
-0.2871473592872074,2023-03-01 17:52:14,Credit,Dallas,51.250.122.123,ATM,1.868447671318759,Retired,2.3203894786898904,-0.2046294076264745,-0.40662999347079215,2024-11-04 08:09:36,,Young,1,0,0
0.10337580163075918,2023-02-10 16:52:48,Debit,Fresno,188.124.181.12,Online,-0.26233551123451593,Engineer,-0.2201246924932781,-0.2046294076264745,-1.1888737972791252,2024-11-04 08:06:30,Low,,0,1,2
-1.0102141688886939,2023-07-21 16:43:11,Debit,San Diego,44.73.3.217,Online,0.13017718028845576,Doctor,-0.17730703792277525,-0.2046294076264745,1.8043295571710494,2024-11-04 08:09:53,,Young,1,0,1
0.008294877789382126,2023-10-09 17:02:43,Credit,Austin,85.240.254.83,Online,1.307715254857371,Doctor,-1.033660129332832,-0.2046294076264745,2.1639416514586154,2024-11-04 08:12:18,Low,Young,0,0,1
-0.6223264403450205,2023-05-22 17:09:52,Debit,Fresno,124.6.134.78,Branch,-0.31840875288065473,Engineer,0.6790460534872815,-0.2046294076264745,0.3509191532933909,2024-11-04 08:10:02,,,1,1,1
-0.8354199723235708,2023-08-16 16:17:12,Debit,Houston,45.64.74.86,ATM,1.3637884965035096,Retired,0.022508683406238,-0.2046294076264745,-0.8883579879441587,2024-11-04 08:08:43,,Young,1,0,0
-0.8019807849250735,2023-11-17 16:02:02,Credit,Detroit,69.82.61.135,Online,0.07410393864231694,Doctor,0.6505009504402797,-0.2046294076264745,1.5553481921497476,2024-11-04 08:10:13,,Young,1,0,1
0.11634760513539616,2023-08-25 17:26:07,Debit,Portland,26.240.219.199,Online,-0.20626226958837712,Engineer,-0.8338444080038188,-0.2046294076264745,-0.24142160882952046,2024-11-04 08:11:00,Low,,0,1,2
-1.001520664692974,2023-11-27 16:38:34,Debit,Washington,63.67.150.226,ATM,0.6348363551037051,Retired,-1.1192954384738378,-0.2046294076264745,0.11416451736761844,2024-11-04 08:10:48,,Young,1,0,0
-0.28447770051844307,2023-08-04 17:46:44,Credit,Detroit,195.226.203.234,Online,1.4198617381496486,Doctor,1.8208501753673574,-0.2046294076264745,1.5493413143296775,2024-11-04 08:11:56,,Young,1,0,1
1.030739959831662,2023-09-04 16:48:35,Debit,Philadelphia,92.214.76.157,Branch,0.6909095967498439,Doctor,0.550593089775773,-0.2046294076264745,-0.9488655427818666,2024-11-04 08:10:13,Low,Young,0,0,0
1.8606273465781944,2023-08-09 17:34:26,Debit,Tucson,101.223.82.253,Online,-1.0473608942804593,Student,-0.5626659290573008,-0.2046294076264745,-1.0288922431032455,2024-11-04 08:09:58,Low,,0,1,2
-0.8881970725983741,2023-09-07 16:07:40,Debit,Mesa,77.21.150.75,Online,-1.0473608942804593,Student,-0.16303448639927431,-0.2046294076264745,-1.2341575989743827,2024-11-04 08:07:42,,,1,1,2
-0.5918991756600009,2023-07-03 17:14:07,Debit,Oklahoma City,147.234.20.46,Branch,-0.6548482027574877,Engineer,-0.20585214096977716,-0.2046294076264745,0.3069799069068547,2024-11-04 08:07:25,,,1,1,2
0.01640653327908925,2023-09-25 17:13:36,Credit,San Antonio,203.99.96.114,Branch,1.868447671318759,Retired,-1.1335679899973388,-0.2046294076264745,0.005175993058571065,2024-11-04 08:11:55,Low,Young,0,0,0
-0.30672485692481277,2023-11-20 17:10:02,Debit,Louisville,65.27.212.129,Online,0.13017718028845576,Engineer,2.191936514978382,-0.2046294076264745,1.0857904759765058,2024-11-04 08:08:45,,Young,1,0,1
-0.9990221378965665,2023-11-17 17:27:07,Credit,Los Angeles,85.240.254.83,Branch,-1.2155806192188758,Student,1.920758036031864,-0.2046294076264745,-1.025215243566227,2024-11-04 08:10:53,,,1,1,2
0.28638433286900333,2023-08-21 16:46:05,Debit,Albuquerque,62.251.170.72,ATM,0.6348363551037051,Doctor,-0.6340286866748056,-0.2046294076264745,1.7248057821178182,2024-11-04 08:09:32,Low,Young,0,0,1
-0.9634609140408461,2023-10-16 16:59:36,Debit,Milwaukee,161.177.41.214,ATM,0.2983969052268722,Doctor,0.06532633797674084,-0.2046294076264745,2.383181145137571,2024-11-04 08:11:59,,Young,1,0,1
0.6449058149562689,2023-06-20 17:21:50,Debit,Oklahoma City,138.87.180.254,Online,-1.4959468274495697,Student,-0.7339365473393122,-0.2046294076264745,-0.8633759450324956,2024-11-04 08:07:03,Low,,0,1,2
0.1325709161148104,2023-01-16 16:53:38,Debit,San Antonio,203.99.96.114,Branch,-1.3277271025111534,Student,-1.4475641235143595,-0.2046294076264745,-1.0553676661478777,2024-11-04 08:09:57,Low,,0,1,2
-0.21592223239235306,2023-09-01 16:09:08,Debit,Chicago,45.182.28.148,Online,-1.2155806192188758,Student,0.008236131882737053,-0.2046294076264745,-1.2443444015996192,2024-11-04 08:08:47,,,1,1,2
-0.9982349308237256,2023-10-23 18:38:15,Debit,Chicago,18.72.115.111,Online,-0.8230679276959041,Doctor,1.8065776238438565,-0.2046294076264745,0.08450219032788726,2024-11-04 08:09:43,,,1,1,2
-0.24135244348455723,2023-07-03 17:42:08,Debit,Charlotte,197.162.55.147,ATM,-1.4959468274495697,Student,2.4916600969719016,-0.2046294076264745,-1.2243402924645201,2024-11-04 08:11:34,,,1,1,2
-0.21876302313347407,2023-10-24 16:41:00,Credit,Oklahoma City,96.115.67.230,Online,1.1955687715650931,Retired,-1.4618366750378604,-0.2046294076264745,-1.0383990702383843,2024-11-04 08:11:17,,Young,1,0,0
-0.8618427488554438,2023-02-16 17:57:10,Debit,Los Angeles,163.129.70.210,ATM,-1.3838003441572921,Student,-0.39139531077528944,-0.2046294076264745,-0.8863514187620591,2024-11-04 08:07:24,,,1,1,2
0.40333592277756536,2023-07-28 16:29:23,Debit,Memphis,140.212.253.222,ATM,1.1955687715650931,Doctor,0.3079597138762569,-0.2046294076264745,1.2830295551192452,2024-11-04 08:10:23,Low,Young,0,0,1
-0.10917010803624985,2023-02-06 17:48:55,Debit,Philadelphia,3.157.63.220,Online,0.5226898718114275,Retired,-0.39139531077528944,-0.2046294076264745,-0.1712173469084954,2024-11-04 08:12:18,,Young,1,0,0
-0.7812395898754427,2023-07-24 18:08:43,Debit,Virginia Beach,216.151.64.40,Online,1.9805941546110366,Retired,-0.09167172878176957,-0.2046294076264745,0.34366522608393424,2024-11-04 08:09:04,,Young,1,0,0
0.12072858362772752,2023-11-20 16:29:48,Credit,Albuquerque,113.115.81.178,Branch,-0.54270171946521,Engineer,2.477387545448401,-0.2046294076264745,-0.5966433708017769,2024-11-04 08:08:14,Low,,0,1,2
-0.10184565961938358,2023-10-09 16:52:47,Debit,San Antonio,216.32.4.105,Online,-1.3838003441572921,Student,0.5791381928227749,-0.2046294076264745,-1.1591088324295677,2024-11-04 08:08:34,,,1,1,2
0.6789610774552501,2023-11-03 16:45:52,Debit,San Francisco,210.160.90.52,Branch,0.9152025633343992,Doctor,2.0777561027903744,-0.2046294076264745,1.9991848731805784,2024-11-04 08:09:41,Low,Young,0,0,1
0.269031550872035,2023-02-15 16:41:11,Debit,Tucson,82.88.241.226,ATM,-0.4305552361729324,Engineer,1.7923050723203555,-0.2046294076264745,1.013281995224886,2024-11-04 08:09:58,Low,,0,1,1
-0.7346232406054805,2023-09-04 17:59:51,Credit,Seattle,34.92.221.183,Online,-0.4866284778190712,Engineer,0.7361362595812854,-0.2046294076264745,0.9997235405468633,2024-11-04 08:11:01,,,1,1,1
-0.6995754126668303,2023-07-27 16:22:52,Credit,New York,182.225.2.156,Online,-1.3838003441572921,Student,-0.6768463412453084,-0.2046294076264745,-1.016432012990362,2024-11-04 08:12:04,,,1,1,2
