TransactionAmount,CustomerAge,TransactionDuration,LoginAttempts,AccountBalance,TransactionType,Location,Channel,CustomerOccupation,TransactionAmount_Binned,CustomerAge_Binned,Target
345.39,58.0,80.0,1.0,6451.96,Debit,Charlotte,Branch,Retired,Low,Young,3.0
922.55,63.0,87.0,1.0,4715.84,Debit,San Antonio,Branch,Doctor,Low,Young,2.0
259.91,49.0,170.0,1.0,7176.86,Debit,Fort Worth,Branch,Engineer,Low,Young,0.0
154.71,34.0,157.0,1.0,1523.7200000000003,Credit,El Paso,Online,Student,Low,Young,0.0
1340.19,54.0,30.0,1.0,8654.28,Debit,Virginia Beach,Branch,Engineer,Low,Young,0.0
24.560000000000002,64.0,69.0,1.0,9869.93,Debit,Las Vegas,ATM,Engineer,Low,Young,2.0
568.07,48.0,115.0,1.0,10556.81,Debit,Colorado Springs,Online,Engineer,Low,Young,0.0
9.610000000000014,58.0,179.0,1.0,12883.91,Debit,Seattle,Online,Retired,Low,Young,3.0
392.96,24.0,100.0,1.0,791.6499999999996,Debit,Sacramento,Branch,Student,Low,Young,1.0
716.93,60.0,34.0,1.0,4064.02,Debit,Los Angeles,Online,Student,Low,Young,1.0
223.85,53.0,55.0,4.0,2929.91,Debit,San Antonio,ATM,Retired,Low,Young,3.0
230.66,21.0,135.0,1.0,618.0500000000002,Credit,Dallas,Online,Engineer,Low,Young,0.0
442.12,19.0,260.0,1.1216216216216217,1375.8000000000002,Credit,Dallas,ATM,Retired,Low,Young,2.0
644.17,29.0,72.0,1.0,1143.5199999999995,Debit,Fresno,Online,Engineer,Low,Young,1.0
508.68,51.0,127.0,1.0,7708.41,Debit,San Diego,Online,Doctor,Low,Young,0.0
858.63,27.0,185.0,1.0,1872.96,Credit,Austin,Online,Doctor,Low,Young,0.0
25.360000000000014,57.0,78.0,1.0,201.03999999999996,Debit,Boston,Online,Engineer,Low,Young,0.0
147.62,71.0,133.0,1.0,2115.8,Debit,Fresno,Branch,Engineer,Low,Young,2.0
115.01999999999998,37.0,175.0,1.0,7643.66,Debit,Houston,ATM,Retired,Low,Young,3.0
383.37,30.0,24.0,1.0,8901.93,Credit,Detroit,Online,Doctor,Low,Young,0.0
98.54000000000002,20.0,167.0,1.0,9383.43,Debit,Detroit,Online,Student,Low,Young,1.0
83.23999999999998,55.0,164.0,1.0,1181.3100000000004,Debit,Portland,Online,Engineer,Low,Young,1.0
196.16,27.0,146.0,1.0,9418.86,Debit,Washington,ATM,Retired,Low,Young,3.0
129.94,32.0,235.0,1.0,7954.92,Credit,Detroit,Online,Doctor,Low,Young,2.0
306.9,46.0,51.0,1.0,9418.08,Debit,Philadelphia,Branch,Doctor,Low,Young,3.0
114.98000000000002,59.0,80.0,1.0,6144.68,Debit,Tucson,Online,Student,Low,Young,1.0
756.59,27.0,17.0,1.0,420.64999999999964,Debit,Mesa,Online,Student,Low,Young,1.0
503.76,22.0,35.0,1.0,447.8199999999997,Debit,Oklahoma City,Branch,Engineer,Low,Young,1.0
143.03,63.0,147.0,1.0,7981.45,Credit,San Antonio,Branch,Retired,Low,Young,3.0
1045.22,53.0,73.0,1.0,1829.9,Debit,Louisville,Online,Engineer,Low,Young,2.0
245.54,25.0,180.0,1.0,985.0599999999995,Credit,Los Angeles,Branch,Student,Low,Young,2.0
254.37,51.0,174.0,1.0,8849.26,Debit,Albuquerque,ATM,Doctor,Low,Young,0.0
213.76,78.0,282.0,1.0,3528.72,Debit,Milwaukee,ATM,Doctor,Low,Young,0.0
327.86,40.0,104.0,1.0,480.15999999999985,Debit,Oklahoma City,Online,Student,Low,Young,1.0
2.5,47.0,107.0,1.0,12145.27,Debit,San Antonio,Branch,Student,Low,Young,1.0
300.08,68.0,47.0,1.0,13546.75,Debit,Chicago,Online,Student,Low,Young,1.0
56.97999999999999,43.0,122.0,2.0,5688.37,Debit,Chicago,Online,Doctor,Low,Young,2.0
407.65,26.0,62.0,1.0,8346.64,Debit,Charlotte,ATM,Student,Low,Young,2.0
115.82999999999998,39.0,167.0,1.0,6481.04,Credit,Oklahoma City,Online,Retired,Low,Young,3.0
53.56999999999999,69.0,121.0,1.0,1651.33,Debit,Los Angeles,ATM,Student,Low,Young,1.0
63.34,46.0,165.0,1.0,11174.94,Debit,Memphis,ATM,Doctor,Low,Young,0.0
317.87,27.0,91.0,1.0,145.5,Debit,Philadelphia,Online,Retired,Low,Young,3.0
331.65,41.0,61.00000000000001,1.0,4172.57,Debit,Virginia Beach,Online,Retired,Low,Young,3.0
5.0400000000000205,56.0,41.0,1.0,5558.36,Credit,Albuquerque,Branch,Engineer,Low,Young,2.0
214.54,70.0,247.0,1.0,11151.53,Debit,San Antonio,Online,Student,Low,Young,1.0
598.81,57.0,158.0,1.0,1415.52,Debit,San Francisco,Branch,Doctor,Low,Young,2.0
841.28,26.0,80.0,1.0,1103.6400000000003,Debit,Tucson,ATM,Engineer,Low,Young,2.0
38.14999999999998,26.0,108.0,1.0,303.6800000000003,Credit,Seattle,Online,Engineer,Low,Young,0.0
1036.66,58.0,144.0,1.0,5541.57,Credit,New York,Online,Student,Low,Young,1.0
124.72,33.0,105.0,1.0,6309.8,Credit,Memphis,Branch,Doctor,Low,Young,0.0
302.45,78.0,40.0,1.0,5133.61,Debit,Charlotte,Branch,Student,Low,Young,1.0
208.04,47.0,273.0,1.0,9344.98,Debit,Washington,Online,Doctor,Low,Young,3.0
5.769999999999982,23.0,254.0,1.0,1117.9699999999998,Credit,Louisville,Online,Doctor,Low,Young,0.0
381.33,56.0,75.0,1.0,11835.35,Debit,Detroit,Branch,Doctor,Low,Young,2.0
16.160000000000025,50.0,124.0,1.0,14401.17,Credit,Tucson,Branch,Retired,Low,Young,3.0
486.08,18.0,68.0,1.0,1748.69,Debit,Nashville,Branch,Doctor,Low,Young,3.0
336.39,21.0,18.0,1.0,1000.46,Debit,Memphis,ATM,Engineer,Low,Young,1.0
997.43,69.0,118.0,1.0,6810.05,Debit,Baltimore,Branch,Retired,Low,Young,2.0
234.57,23.0,120.0,1.0,263.97999999999956,Debit,Houston,Branch,Engineer,Low,Young,1.0
6.0,30.0,246.0,1.0,5442.76,Debit,Detroit,ATM,Student,Low,Young,1.0
1049.92,80.0,21.0,1.0,2037.85,Debit,Houston,Branch,Engineer,Low,Young,0.0
227.14,18.0,294.0,1.0,341.9399999999996,Debit,Los Angeles,Branch,Retired,Low,Young,3.0
233.74,66.0,17.0,1.0,1066.5900000000001,Debit,Chicago,Online,Retired,Low,Young,3.0
297.6564675428116,69.0,166.0,1.0,6077.96,Debit,Denver,Branch,Student,Low,Young,1.0
45.849999999999994,20.0,92.0,1.0,1659.15,Debit,Chicago,Online,Student,Low,Young,1.0
973.39,77.0,296.0,1.0,2042.2200000000003,Debit,Portland,Branch,Student,Low,Young,1.0
297.6564675428116,41.0,142.0,5.0,421.9300000000003,Debit,Baltimore,ATM,Student,Low,Young,1.0
415.5,66.0,141.0,1.0,10113.66,Debit,Phoenix,Online,Retired,Low,Young,3.0
265.76,54.0,92.0,1.0,4446.17,Credit,Philadelphia,Online,Engineer,Low,Young,3.0
69.4,80.0,113.0,1.0,6452.77,Debit,Philadelphia,Online,Doctor,Low,Young,0.0
332.93,35.0,293.0,1.0,2788.2,Debit,Albuquerque,ATM,Doctor,Low,Young,0.0
267.9,20.0,160.0,1.0,596.1599999999999,Debit,Jacksonville,Branch,Retired,Low,Young,3.0
496.03,61.0,265.0,1.0,12904.66,Credit,Virginia Beach,Branch,Student,Low,Young,1.0
376.26,37.0,245.0,1.0,9062.4,Debit,Las Vegas,ATM,Doctor,Low,Young,2.0
83.01999999999998,36.0,171.0,1.0,9009.56,Debit,Portland,ATM,Engineer,Low,Young,3.0
93.25999999999999,20.0,72.0,1.0,1152.1999999999998,Debit,Mesa,ATM,Retired,Low,Young,3.0
803.37,68.0,129.0,1.0,12168.37,Credit,Philadelphia,ATM,Engineer,Low,Young,2.0
35.75999999999999,23.0,122.0,1.0,611.8599999999997,Debit,Los Angeles,ATM,Doctor,Low,Young,2.0
28.529999999999973,62.0,99.0,1.0,8670.53,Credit,Las Vegas,Branch,Doctor,Low,Young,0.0
139.53,53.0,177.0,1.0,10098.86,Credit,Virginia Beach,Online,Student,Low,Young,1.0
307.57,33.0,285.0,1.0,5307.74,Debit,Jacksonville,Branch,Engineer,Low,Young,0.0
60.650000000000006,56.0,53.0,1.0,1047.2799999999997,Credit,Los Angeles,Branch,Doctor,Low,Young,0.0
74.86000000000001,70.0,125.0,1.0,6921.48,Debit,Tucson,Branch,Retired,Low,Young,3.0
297.6564675428116,51.0,137.0,1.0,1475.46,Debit,Colorado Springs,Branch,Retired,Low,Young,2.0
231.91,34.0,165.0,1.0,112.76000000000022,Debit,Los Angeles,ATM,Student,Low,Young,1.0
126.20999999999998,75.0,268.0,1.0,5669.66,Debit,Atlanta,Online,Doctor,Low,Young,2.0
506.28,53.0,162.0,2.0,1309.9499999999998,Debit,Tucson,Branch,Engineer,Low,Young,3.0
304.35,31.0,36.0,1.0,4057.1,Debit,Memphis,Branch,Engineer,Low,Young,3.0
281.85,22.0,109.0,1.0,1585.98,Debit,Denver,ATM,Retired,Low,Young,3.0
777.88,31.0,17.0,1.0,6825.55,Debit,Oklahoma City,ATM,Engineer,Low,Young,0.0
119.18,56.0,96.0,1.0,5516.5,Debit,Houston,ATM,Engineer,Low,Young,3.0
177.19,76.0,43.000000000000014,1.0,5343.3,Debit,Kansas City,ATM,Doctor,Low,Young,2.0
260.88,22.0,36.0,1.0,903.0500000000002,Debit,Portland,ATM,Doctor,Low,Young,0.0
169.47,24.0,19.0,1.0,1806.1599999999999,Debit,Milwaukee,ATM,Retired,Low,Young,3.0
73.23000000000002,26.0,13.999999999999986,1.0,787.7399999999998,Debit,Louisville,ATM,Engineer,Low,Young,3.0
1362.5500000000002,29.0,106.0,1.0,2429.68,Debit,Atlanta,ATM,Student,Low,Young,1.0
792.57,19.0,164.0,1.0,770.3699999999999,Credit,Las Vegas,Online,Engineer,Low,Young,1.0
237.06,71.0,46.0,1.0,1182.7699999999995,Debit,Omaha,ATM,Doctor,Low,Young,3.0
34.170000000000016,54.0,54.0,1.0,726.5500000000002,Debit,Charlotte,Branch,Doctor,Low,Young,0.0
740.25,41.0,123.0,1.0,14464.3,Credit,Milwaukee,Online,Retired,Low,Young,3.0
453.54,58.0,82.0,1.0,12046.3,Debit,Columbus,ATM,Retired,Low,Young,3.0
300.47,73.0,100.0,1.0,7885.64,Debit,Virginia Beach,Online,Engineer,Low,Young,0.0
110.93,19.0,201.0,1.0,1952.35,Debit,Chicago,ATM,Engineer,Low,Young,3.0
201.69,59.0,299.0,1.0,7328.52,Debit,Indianapolis,Branch,Retired,Low,Young,3.0
399.21,59.0,109.0,1.0,3210.39,Debit,San Diego,Branch,Doctor,Low,Young,2.0
1041.88,78.0,57.0,1.0,5726.2,Debit,Boston,ATM,Student,Low,Young,1.0
630.36,62.0,52.0,1.0,1363.65,Debit,Mesa,ATM,Doctor,Low,Young,3.0
10.939999999999998,60.0,245.0,1.0,1241.9899999999998,Debit,Boston,ATM,Student,Low,Young,1.0
215.9,38.0,235.0,1.0,7873.28,Debit,Oklahoma City,ATM,Doctor,Low,Young,0.0
1422.5500000000002,79.0,165.0,1.0,5674.32,Credit,Denver,Branch,Engineer,Low,Young,3.0
226.37,49.0,141.0,1.0,9840.04,Debit,Fort Worth,ATM,Doctor,Low,Young,0.0
444.89,43.0,101.0,1.0,10328.23,Debit,San Jose,ATM,Doctor,Low,Young,0.0
280.57,25.0,24.0,1.0,293.2399999999998,Credit,Milwaukee,ATM,Retired,Low,Young,3.0
488.54,52.0,132.0,1.0,7486.63,Debit,Memphis,Branch,Engineer,Low,Young,3.0
3.3000000000000114,50.0,131.0,1.0,11385.37,Credit,Fort Worth,Online,Retired,Low,Young,3.0
199.39,69.0,165.0,1.0,7264.79,Credit,Louisville,Online,Engineer,Low,Young,0.0
20.360000000000014,62.0,75.0,1.0,2762.48,Debit,Portland,Branch,Engineer,Low,Young,1.0
113.64000000000001,44.67844382691544,32.0,1.0,6675.03,Debit,Nashville,ATM,Student,Low,Young,2.0
493.11,53.0,236.0,1.0,7432.99,Credit,Memphis,Online,Engineer,Low,Young,2.0
307.41,19.0,13.999999999999986,1.0,1057.0000000000005,Debit,Louisville,Branch,Retired,Low,Young,3.0
11.180000000000007,43.0,161.0,1.0,5956.89,Credit,Atlanta,Branch,Retired,Low,Young,3.0
313.82,59.0,151.0,1.0,7261.59,Debit,Philadelphia,Branch,Student,Low,Young,0.0
51.0,64.0,107.0,1.1216216216216217,4943.16,Debit,Fresno,Online,Student,Low,Young,1.0
140.98,60.0,100.0,1.0,8127.48,Credit,Virginia Beach,Online,Doctor,Low,Young,2.0
288.04,68.0,63.0,1.0,1748.02,Debit,Atlanta,ATM,Engineer,Low,Young,3.0
800.55,31.0,108.0,1.0,9660.22,Debit,Phoenix,Online,Engineer,Low,Young,3.0
485.54,46.0,143.0,1.0,6371.51,Debit,San Francisco,Branch,Retired,Low,Young,3.0
521.15,54.0,214.0,1.0,9442.47,Debit,Seattle,ATM,Student,Low,Young,1.0
321.79,63.0,119.42293906810036,1.0,5959.2,Debit,Atlanta,Online,Student,Low,Young,1.0
304.93,65.0,158.0,1.0,13531.22,Credit,Kansas City,Branch,Doctor,Low,Young,0.0
432.08,40.0,145.0,1.0,11500.62,Debit,San Jose,Online,Student,Low,Young,1.0
694.2,61.0,72.0,1.0,1389.37,Debit,Memphis,ATM,Doctor,Low,Young,0.0
116.86000000000001,55.0,171.0,1.0,6706.56,Credit,Portland,Branch,Engineer,Low,Young,3.0
297.6564675428116,57.0,149.0,1.0,7175.29,Debit,Boston,ATM,Student,Low,Young,1.0
74.88,25.0,202.0,1.0,420.6700000000001,Debit,Los Angeles,ATM,Engineer,Low,Young,3.0
297.6564675428116,75.0,99.0,1.0,7323.53,Credit,Seattle,Online,Student,Low,Young,1.0
134.7,50.0,106.0,1.1216216216216217,8395.85,Debit,Sacramento,Branch,Retired,Low,Young,3.0
890.24,33.0,161.0,1.0,5140.93,Debit,Louisville,Branch,Engineer,Low,Young,0.0
361.27,63.0,180.0,1.0,7945.57,Debit,Fort Worth,ATM,Engineer,Low,Young,0.0
131.56,44.0,42.0,1.0,5873.54,Debit,Las Vegas,Online,Engineer,Low,Young,0.0
485.51,76.0,37.0,1.0,3074.45,Credit,Washington,Online,Engineer,Low,Young,1.0
547.87,64.0,131.0,1.0,6155.76,Debit,Denver,Branch,Retired,Low,Young,3.0
457.3,28.0,15.0,1.0,8318.29,Debit,San Francisco,Online,Retired,Low,Young,3.0
506.24,58.0,64.0,1.0,230.09000000000015,Debit,San Jose,ATM,Engineer,Low,Young,2.0
486.59,57.0,119.0,1.0,2513.56,Debit,El Paso,Online,Student,Low,Young,2.0
163.68,41.0,292.0,1.0,10090.05,Debit,Baltimore,Online,Doctor,Low,Young,2.0
581.65,22.0,176.0,1.0,480.1899999999996,Debit,New York,Branch,Doctor,Low,Young,0.0
52.01000000000002,48.0,85.0,1.0,1120.8799999999997,Debit,Denver,Online,Retired,Low,Young,3.0
630.24,21.0,62.0,1.0,370.8100000000004,Debit,Fresno,Branch,Retired,Low,Young,2.0
523.74,43.0,159.0,1.0,13498.55,Debit,Raleigh,ATM,Retired,Low,Young,3.0
705.6,40.0,124.0,3.0,14804.7,Debit,Washington,Branch,Engineer,Low,Young,3.0
217.5,46.0,35.0,1.0,3057.4,Debit,Seattle,ATM,Engineer,Low,Young,3.0
91.48000000000002,51.0,141.0,1.0,14942.78,Debit,Philadelphia,Online,Student,Low,Young,1.0
5.25,39.0,49.0,1.0,14143.32,Credit,San Antonio,Online,Student,Low,Young,1.0
54.03,56.0,161.0,1.0,6736.3,Debit,San Diego,ATM,Doctor,Low,Young,3.0
736.73,48.0,10.0,1.0,3313.07,Debit,Miami,Branch,Retired,Low,Young,3.0
368.91,54.0,13.999999999999986,1.0,829.71,Credit,New York,Branch,Doctor,Low,Young,0.0
33.06,53.0,170.0,1.0,1540.87,Credit,San Francisco,Online,Student,Low,Young,2.0
66.5,32.0,144.0,1.0,6820.23,Debit,Virginia Beach,Branch,Student,Low,Young,1.0
177.08,35.0,85.0,1.0,13475.14,Debit,Boston,ATM,Student,Low,Young,1.0
588.54,32.0,130.0,1.0,714.4499999999998,Debit,Las Vegas,ATM,Retired,Low,Young,3.0
173.5,21.0,282.0,1.0,1306.9099999999999,Debit,Dallas,Online,Retired,Low,Young,3.0
78.32999999999998,56.0,189.0,1.0,7255.33,Debit,Los Angeles,ATM,Student,Low,Young,0.0
40.65999999999997,59.0,156.0,1.0,1153.8400000000001,Debit,Fort Worth,Branch,Engineer,Low,Young,3.0
97.22,77.0,55.0,1.0,6647.73,Debit,Phoenix,ATM,Engineer,Low,Young,1.0
34.06999999999999,22.0,81.0,1.0,8709.77,Debit,San Francisco,ATM,Retired,Low,Young,3.0
492.06,23.0,74.0,1.0,857.8999999999996,Debit,Oklahoma City,Branch,Student,Low,Young,1.0
842.01,53.0,185.0,1.0,509.4499999999998,Debit,Washington,ATM,Retired,Low,Young,3.0
73.55000000000001,51.0,158.0,1.0,2812.06,Credit,Fort Worth,Branch,Engineer,Low,Young,2.0
760.53,57.0,118.0,1.0,6179.91,Credit,Houston,Online,Engineer,Low,Young,0.0
273.08,44.67844382691544,134.0,1.0,6609.3,Debit,Phoenix,Online,Student,Low,Young,1.0
371.69,67.0,143.0,1.0,3484.32,Debit,Mesa,Branch,Doctor,Low,Young,0.0
218.96,18.0,13.0,1.0,754.21,Debit,Nashville,Online,Student,Low,Young,1.0
227.39,18.0,65.0,1.0,751.0900000000001,Debit,Virginia Beach,Branch,Retired,Low,Young,3.0
237.99,39.0,86.0,1.0,8510.09,Debit,Columbus,Branch,Doctor,Low,Young,0.0
186.6,58.0,13.0,1.0,1508.7200000000003,Credit,Fort Worth,Branch,Engineer,Low,Young,1.0
341.15,18.0,148.0,1.0,511.3699999999999,Debit,Oklahoma City,Online,Engineer,Low,Young,2.0
434.58,59.0,215.0,1.0,12648.32,Debit,San Diego,Branch,Doctor,Low,Young,0.0
312.88,54.0,44.0,1.0,233.21000000000004,Debit,Dallas,Branch,Doctor,Low,Young,0.0
75.15,23.0,154.0,1.0,1092.9199999999996,Debit,Louisville,Online,Student,Low,Young,1.0
23.30000000000001,59.0,161.0,1.0,6711.15,Debit,Los Angeles,Branch,Doctor,Low,Young,2.0
47.379999999999995,25.0,61.00000000000001,1.0,459.3699999999999,Debit,San Jose,Branch,Student,Low,Young,1.0
512.81,79.0,30.0,1.0,6994.34,Debit,Houston,ATM,Engineer,Low,Young,0.0
488.15,43.0,168.0,1.0,7071.09,Debit,Colorado Springs,ATM,Student,Low,Young,1.0
12.819999999999993,44.0,156.0,1.0,9045.19,Debit,Columbus,Online,Engineer,Low,Young,3.0
66.89999999999998,79.0,129.0,4.0,5238.71,Debit,Louisville,Online,Retired,Low,Young,3.0
535.91,43.0,22.0,1.0,9642.12,Debit,Raleigh,Branch,Student,Low,Young,1.0
270.72,26.0,53.0,1.0,6263.96,Debit,Oklahoma City,ATM,Retired,Low,Young,2.0
97.98000000000002,72.0,18.0,1.0,7460.33,Debit,Jacksonville,Branch,Doctor,Low,Young,3.0
196.08,61.0,98.0,1.0,4233.82,Credit,Los Angeles,Branch,Doctor,Low,Young,2.0
